county,state,season,latitude,longitude,date,classification,temperature_high,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,pressure,uv_index,visibility,wind_bearing,wind_speed
Lincoln County,Oklahoma,Summer,35.68583,-97.00389,7/7/2005,Class A,84.67,68.84,66.76,0.73,0.03,0.04,0,1015.2,11,8.66,135,3.68
Apache County,Arizona,Fall,35.97,-109.155,9/28/2003,Class B,81.24,36.03,23.26,0.32,0,0.09,,1014.66,8,10,263,2.63
Columbiana County,Ohio,Spring,40.69334,-80.57396,6/15/1980,Class B,77.67,55.72,62.76,0.79,0.86,0.1,0.0282,1008.72,5,4.44,238,4.85
Yavapai County,Arizona,Summer,34.7706,-111.8907,7/6/2005,Class B,97.62,60.95,22.73,0.13,0.02,0.02,0,1013.92,11,10,213,2.9
Uintah County,Utah,Summer,40.65,-110,8/2/2005,Class B,62.08,45.09,50.25,0.87,0.32,0.93,0.0003,1015.68,11,10,188,0.73
Clarke County,Mississippi,Summer,32.1806,-88.864,6/15/2004,Class A,87.96,75.15,73.13,0.83,0.73,0.94,0.0012,1012.97,8,9.54,149,6.44
Monterey County,California,Summer,36.3779,-121.7146,6/15/1986,Class A,60.9,43.92,49.57,0.86,0.28,0.26,,1015.53,11,9.77,290,7.42
Jasper County,Texas,Summer,30.33778,-93.97194,8/14/2005,Class B,92.17,73.56,74.3,0.82,0.11,0.31,0.0025,1015.07,9,9.62,159,2.9
Jackson County,North Carolina,Summer,35.211,-83.007,7/2/2005,Class B,78.25,62.55,63.82,0.84,0.84,0.88,0,1011.62,7,6.49,356,0.35
St. Johns County,Florida,Summer,29.7788,-81.45421,8/19/2005,Class B,92.53,76.62,75.19,0.78,0.08,0.51,0,1018.04,9,6.46,113,0.92
Grundy County,Illinois,Spring,41.3368,-88.562,6/10/2005,Class A,87.87,70.04,69.27,0.72,0.19,0.12,0.0006,1011.79,9,9.16,182,4.39
Lawrence County,Missouri,Summer,37.117,-93.894,7/19/1997,Class A,91.59,68.55,68.99,0.7,0.06,0.48,0,1015.45,9,9.5,117,1.65
Douglas County,Nebraska,Summer,41.238,-95.92,8/13/2005,Class A,73.19,56.68,62.29,0.8,0.44,0.28,0.0018,1015.76,8,9.7,53,3.86
El Dorado County,California,Summer,38.9037,-120.6049,8/23/2005,Class B,87.64,60.39,38.11,0.3,0,0.65,0,1007.49,9,9.98,230,0.48
Lewis County,Washington,Summer,45.4549,-122.1761,9/5/2005,Class B,70.29,47.82,46.73,0.72,0.07,0.06,0,1020.82,7,10,298,1.01
Ripley County,Missouri,Spring,36.66708,-90.9525,4/25/1998,Class A,78.14,61.92,54.98,0.69,0.09,0.97,,1011.28,10,9.86,181,12.66
San Juan County,New Mexico,Spring,36.81315,-108.7608,3/16/2002,Class A,42.07,22.77,4.32,0.32,0.47,0.08,,1011.73,5,9.64,219,4.39
McLean County,North Dakota,Summer,47.71188,-101.8886,8/27/2005,Class A,75.24,45.74,48.76,0.7,,0.78,0,1011.85,0,,316,8.84
Sarasota County,Florida,Summer,27.099,-82.454,8/1/1988,Class A,86.36,73.19,74.93,0.88,0.7,0.63,,1018.79,8,9.42,98,4.25
Grays Harbor County,Washington,Summer,46.92694,-124.1736,10/29/2005,Class B,55.65,48.21,47.46,0.89,0.5,0.89,0.0079,1020.73,2,9.58,174,2.29
Noble County,Ohio,Summer,39.64081,-81.47081,6/19/1982,Class B,74.28,49.27,57.45,0.82,0.77,0.93,,1009.27,5,4.81,278,4.22
Anne Arundel County,Maryland,Fall,38.81639,-76.54514,9/14/2005,Class B,83.83,75.73,71.83,0.81,0.83,0.37,0.0001,1015.52,5,8.91,138,1.91
Trigg County,Kentucky,Fall,36.82806,-88.15556,10/15/1996,Class A,78.89,55.84,50.93,0.71,0,0.1,,1018.29,5,7.39,205,1.28
Nevada County,California,Fall,39.25396,-121.0517,9/15/1987,Class A,76.45,47.25,44.91,0.53,0.07,0.77,,1016.03,7,6.68,295,1.32
Champaign County,Ohio,Fall,40.01979,-83.56088,10/15/1983,Class B,66.81,38.73,41.89,0.73,0.1,0.3,,1025.92,4,9.49,143,1.47
Mason County,Washington,Fall,47.28069,-122.8833,9/26/2005,Class A,71.72,52.91,45.72,0.67,0.12,0.79,0,1017.29,4,10,354,0.69
Niagara County,New York,Fall,43.19501,-78.54224,9/21/2002,Class A,75.25,56.56,63.58,0.76,0.69,0.51,0.001,1011.6,4,9.81,216,10.89
Scott County,Virginia,Fall,36.8778,-82.4179,10/16/2004,Class B,56.18,34.11,36.55,0.7,0.59,0.09,0.0036,1008.47,4,9.58,248,5.99
Portage County,Ohio,Spring,41.15845,-81.33134,4/16/1986,Class B,41.37,37.59,31.85,0.81,0.93,0.23,0.0041,1012.28,4,7.5,306,8.64
Montgomery County,Ohio,Fall,39.61205,-84.36754,9/14/1988,Class B,77.05,54.59,50.98,0.64,0.05,0.11,0,1019.3,7,8.93,349,2.27
Douglas County,Colorado,Fall,39.4455,-105.0787,10/7/2005,Class B,72.94,47.71,25.39,0.42,0.05,0.14,0,1015.17,6,5.78,177,0.58
Summers County,West Virginia,Fall,37.6541,-80.7582,9/5/2001,Class A,78.97,58.02,58.26,0.73,0.29,0.58,0,1019.88,8,6.34,355,1.53
Grainger County,Tennessee,Spring,36.19408,-83.73153,4/13/2005,Class B,55.83,41.28,52.39,0.97,0.98,0.16,0.0185,1006.86,4,5.48,28,0.23
Alpine County,California,Fall,38.6167,-119.9501,10/15/2005,Class B,41.9,32.43,27.95,0.68,0.23,0.44,0.0017,1010.17,5,10,243,0.76
Hot Spring County,Arkansas,Fall,34.31611,-93.17056,10/16/2005,Class B,81.24,51.22,52.63,0.65,0,0.47,0,1018.99,6,9.41,145,1.03
Ocean County,New Jersey,Winter,39.7384,-74.2975,11/13/2005,Class B,61.55,56.55,48.9,0.79,0.19,0.42,0,1024.06,3,8.54,204,6.56
Tazewell County,Illinois,Fall,40.61,-89.585,10/6/2005,Class B,51.54,41.96,38.48,0.66,0.35,0.11,0.0001,1021.52,5,10,317,6.72
Grays Harbor County,Washington,Summer,46.98621,-123.8161,12/1/2005,Class A,39.06,34.54,32.33,0.84,0.76,0.01,0.0026,1001.52,1,8.91,80,5.19
Jefferson County,Washington,Summer,47.86697,-123.8796,2/23/2006,Class B,42.16,27.14,30.94,0.75,0.59,0.84,0.0068,1019.92,3,9.33,258,2.01
Montgomery County,Texas,Fall,30.14378,-95.47556,10/18/2005,Class B,89.31,60.03,59.1,0.66,0.02,0.55,0,1015.36,6,8.6,201,0.8
Grays Harbor County,Washington,Fall,46.93755,-123.8358,10/15/2005,Class B,58.08,52.18,51.54,0.88,0.96,0.44,0.0019,1009.04,2,9.91,86,2.8
Lake County,Florida,Winter,29.04865,-81.4692,2/11/2005,Class B,59.31,37.08,26.21,0.44,0,0.1,0,1022.35,6,10,312,4.98
Lake County,Colorado,Summer,39.29325,-106.1215,9/9/2005,Class B,50.69,37.08,41.35,0.91,0.77,0.19,0.0032,1010.69,7,5.78,255,0.78
Latah County,Idaho,Summer,46.8102,-116.8368,7/1/2005,Class A,71.49,47.67,44.42,0.57,0.01,0.85,0,1012.95,10,10,252,4.92
Del Norte County,California,Winter,41.65,-123.85,10/25/1979,Class A,59.66,53.54,53.3,0.94,0.34,0.15,,1011.16,3,8.7,149,10.67
Whiteside County,Illinois,Winter,41.6,-90.1,11/15/1986,Class B,44.08,24.97,21.04,0.6,0.67,0.48,0,1016.9,2,10,200,7.4
Randolph County,West Virginia,Winter,38.6685,-80.03149,11/24/1989,Class A,31.52,10.44,14.86,0.71,0.31,0.89,0.0005,1026.68,3,7.79,235,6.37
Cook County,Illinois,Fall,42.1295,-88.1577,9/28/1968,Class A,70.25,55.3,46.16,0.7,0.44,0.23,0,1021.76,4,7.87,150,1.52
McKinley County,New Mexico,Fall,35.58565,-107.9978,11/3/2005,Class A,55.76,40.37,26.18,0.38,,0.06,0,1017.14,0,,228,7.26
Hillsborough County,Florida,Unknown,28.043,-82.438,1/1/1955,Class A,76.48,61.05,63.2,0.85,0.4,0.25,,1021.12,4,9.6,175,2.57
Anchorage County,Alaska,Winter,61.0595,-149.7853,2/15/2004,Class A,28.98,8.35,17.35,0.84,0.16,0.84,0,1009.17,1,9.77,80,0.17
Lee County,Florida,Summer,26.529,-81.6455,9/1/1982,Class B,89.05,73.02,73.24,0.79,0.39,0.44,,1016.9,6,8.67,46,7.64
Fillmore County,Minnesota,Fall,43.80075,-92.36145,10/8/2005,Class A,54.57,34.96,33.36,0.75,0.04,0.18,0,1022.03,4,9.88,117,3.18
Kern County,California,Winter,35.2673,-118.9591,2/1/1980,Class B,49.42,45.44,46.19,0.95,0.88,0.52,0,1025.27,3,0.79,194,0.95
Skamania County,Washington,Fall,45.74715,-122.2339,11/17/2005,Class A,43.21,29.68,35.56,0.99,0.38,0.56,0,1029.63,2,9.15,51,1.98
Pendleton County,West Virginia,Fall,38.7016,-79.52835,10/11/1996,Class B,41.35,20.48,33.39,0.94,0.8,0.97,0.0017,1027.85,3,9.21,313,1.92
Barbour County,West Virginia,Summer,39.05,-79.98335,5/30/2005,Class B,68.31,49.25,48.5,0.74,0.29,0.75,0.0011,1016.28,9,9.37,311,0.43
Oconee County,South Carolina,Summer,34.65375,-83.11639,12/5/2005,Class A,53.01,31.23,45.77,0.85,1,0.15,0.04,1013.34,2,4.02,52,1.11
White County,Georgia,Winter,34.66255,-83.76585,11/25/2005,Class B,53.84,31.35,15.03,0.35,0,0.8,0,1020.05,3,10,312,0.71
Hot Spring County,Arkansas,Winter,34.285,-93.162,12/4/2005,Class A,43.48,29.05,29.25,0.59,0.64,0.11,0,1018.09,2,9.77,27,3.83
Franklin County,Virginia,Fall,36.94165,-80.04166,11/13/2003,Class B,45.65,31.46,21.67,0.4,0.24,0.64,0.0002,1014.11,3,10,295,17.47
Santa Barbara County,California,Fall,34.60665,-120.0023,9/30/2005,Class B,86.61,56.96,41.74,0.34,0,0.91,0,1009.02,7,9.68,175,0.51
Wyoming County,West Virginia,Winter,37.58135,-81.29745,12/3/2005,Class A,35.86,34.29,18.87,0.64,0.71,0.07,0.0042,1018.66,2,9.41,145,1.02
Johnson County,Indiana,Spring,39.38,-86.11,5/11/2002,Class A,69.71,63.58,44.14,0.56,0.57,0.97,0,1023.34,6,10,108,10.95
Warren County,New Jersey,Summer,40.76345,-75.11044,12/21/2005,Class B,29.43,23.65,13.71,0.64,0.38,0.69,0,1021.73,2,9.91,266,2.46
Windsor County,Vermont,Fall,43.4654,-72.7051,10/8/2005,Class A,58.23,44.44,52.08,0.98,1,0.17,0.1225,1011.68,3,4.73,343,2.69
Cattaraugus County,New York,Fall,42.15947,-78.82683,10/15/2004,Class A,55.72,43.11,46.03,0.83,0.93,0.05,0.0116,996.63,3,6.96,184,6.24
Trigg County,Kentucky,Summer,36.75139,-87.89472,7/15/2005,Class A,82.73,72.4,72.44,0.9,0.58,0.29,0.0049,1012.72,7,3.26,224,0.72
Gadsden County,Florida,Fall,30.587,-84.583,9/18/2005,Class A,95.98,73.34,72.27,0.74,0.35,0.52,0,1016.52,6,6.58,6,1.07
Salem County,New Jersey,Spring,39.632,-75.5167,2/1/2006,Class B,42.63,30.96,25.53,0.58,0.68,0.12,0,1015.37,2,10,312,4
Tyler County,West Virginia,Fall,39.51,-80.985,12/12/2005,Class B,31.99,10.89,19.04,0.72,0.49,0.4,0.0011,1014.23,2,9.96,293,4.81
Bay County,Florida,Fall,30.28881,-85.64108,10/14/2000,Class B,81.11,48.92,48.21,0.59,0,0.54,,1022.57,7,8.87,76,2.33
Bennington County,Vermont,Summer,43.1635,-73.0723,8/25/2005,Class B,77.38,48.81,52.41,0.75,0.08,0.71,0.0001,1023.65,7,9.15,346,0.94
Lauderdale County,Mississippi,Summer,32.31255,-88.65135,8/15/1981,Class B,100.1,76.06,69.86,0.66,0.31,0.49,0,1014.47,8,5.45,182,1.05
Natchitoches Parish,Louisiana,Winter,32.0199,-92.914,12/22/2005,Class A,53.29,31.8,34.76,0.74,0.39,0.72,0,1026.61,3,8.52,186,0.71
Humboldt County,California,Summer,41.25,-123.6667,7/2/2005,Class B,80.58,50.04,49.31,0.61,0.58,0.88,0,1016.99,9,7.74,286,1.05
Ravalli County,Montana,Fall,46.02962,-113.1198,10/11/1991,Class A,73.21,24.28,28.09,0.61,0,0.13,,1022.85,4,10,138,2.65
Okanogan County,Washington,Fall,48.45809,-120.1611,10/17/2005,Class B,70.96,48.87,41.84,0.5,0.79,0.51,0,1010.06,2,10,179,2.42
Burlington County,New Jersey,Winter,39.7962,-74.3749,3/9/2006,Class A,53.7,48.36,35.95,0.66,0.66,0.34,0,1011.95,4,8.9,181,5.49
Shasta County,California,Winter,40.4999,-121.9167,1/7/2006,Class B,44.39,27.6,40.22,1,0.72,0.28,0.01,1018.5,2,5.7,198,2.14
Middlesex County,Connecticut,Winter,41.51105,-72.46315,1/17/2006,Class B,37.88,35.32,16.2,0.62,0.34,0.6,0.0003,1021.04,2,10,85,0.57
Klamath County,Oregon,Winter,42.23865,-121.9446,1/16/2006,Class B,34.15,32.67,26.89,0.88,0.99,0.58,0.0033,1027.09,2,6.99,151,1.15
Pierce County,Washington,Spring,47.14385,-122.3055,5/11/1983,Class A,63.93,39.93,42.96,0.74,0.4,0.96,0,1023.74,7,7.91,312,0.96
Charleston County,South Carolina,Summer,33.007,-80.156,6/24/1970,Class A,88.94,75.76,71.55,0.78,0.89,0.69,0,1017.37,6,5.76,123,4.28
Rio Blanco County,Colorado,Fall,40.00385,-107.4381,10/17/2005,Class B,60.44,35.25,34,0.65,0.03,0.51,0,1021.03,5,10,236,1.42
Allegheny County,Pennsylvania,Winter,40.5833,-79.9167,1/30/2006,Class A,52.27,33.98,37.04,0.68,0.57,0.04,0.0001,1006.41,3,10,207,3.04
Custer County,Idaho,Fall,44.14765,-114.9221,9/1/2001,Class B,78.27,36.85,35.6,0.53,,0.46,,1010.43,0,,190,2.44
Kitsap County,Washington,Fall,47.7504,-122.535,3/3/2006,Class B,54.76,42.67,32.39,0.64,0.2,0.14,0,1008.98,3,10,339,1.55
Yavapai County,Arizona,Winter,34.7,-112.05,1/15/2006,Class B,52.01,25.72,22.18,0.42,0.23,0.55,0,1010.81,3,9.62,237,3.81
Summit County,Ohio,Winter,41.31609,-81.56152,3/11/1995,Class B,61.21,34.18,30,0.55,0.12,0.32,0,1026.76,5,10,209,11.59
Collier County,Florida,Summer,26.09729,-81.71505,7/15/2007,Class B,91.8,74.6,72.66,0.74,0.16,0.04,0.0006,1016.2,11,10,168,0.21
Clarke County,Mississippi,Fall,32.036,-88.77015,10/10/1987,Class A,81.23,44.33,47.51,0.71,0.01,0.62,0,1026.11,7,9.12,37,2.24
Berkeley County,West Virginia,Spring,39.5392,-77.9407,7/4/2006,Class A,88.9,70.4,67.32,0.66,0.1,0.28,0,1015.32,10,6.9,258,2.49
Crittenden County,Arkansas,Summer,35.0194,-90.32,6/15/1980,Class A,95.2,80.23,64.16,0.51,0.03,0.1,0,1013.83,10,10,219,12.32
Clinton County,New York,Winter,44.66399,-73.73606,2/15/2005,Class B,41.1,32.18,31.92,0.83,0.9,0.24,0.0001,1012.75,2,9.87,205,5.22
Lake County,Florida,Spring,28.966,-81.649,3/11/2006,Class B,83.71,60.5,61.53,0.71,0.1,0.4,0,1021.69,8,9.62,133,3.41
Grays Harbor County,Washington,Summer,47.3631,-123.9718,7/29/2004,Class A,80.2,56.4,55.98,0.76,1,0.43,0,1016.43,4,6.98,274,1.84
Burlington County,New Jersey,Summer,39.60835,-74.43445,7/15/1998,Class A,86.15,69.88,66.51,0.71,0.46,0.71,0,1018.43,5,8.28,195,5.61
Clarke County,Mississippi,Fall,32.036,-88.77015,10/10/1987,Class A,81.23,44.33,47.51,0.71,0.01,0.62,0,1026.11,7,9.12,37,2.24
Darlington County,South Carolina,Winter,34.374,-80.074,3/13/2006,Class A,82.42,66.39,60.17,0.7,0.23,0.46,0,1015.22,7,9.35,222,6.93
Holmes County,Florida,Spring,30.993,-85.97701,3/16/2006,Class B,66.79,56.18,40.33,0.64,0.78,0.55,0.0024,1021.63,4,7,149,0.1
Burlington County,New Jersey,Fall,39.8234,-74.70135,4/7/2006,Class B,67.53,55.97,43.44,0.72,0.49,0.32,0.0002,1006.47,5,9.3,201,3.25
Montezuma County,Colorado,Fall,37.33925,-108.3364,10/15/2004,Class A,65.57,35.35,21.57,0.32,0,0.05,0,1014.02,6,10,311,3.59
Preston County,West Virginia,Fall,39.6995,-79.5375,10/5/2005,Class A,80.74,56.62,56,0.7,0.15,0.07,0,1023.33,5,10,146,0.09
King County,Washington,Spring,47.7393,-121.9749,6/23/2005,Class A,70.41,51.87,50.71,0.72,0.41,0.56,0,1020.32,9,9.95,330,1.6
Shasta County,California,Spring,40.75,-122.1675,4/19/2003,Class B,71.83,43.49,28.44,0.38,0,0.61,0,1018.21,9,10,293,1.29
Clay County,Florida,Spring,30.069,-81.771,7/1/2003,Class A,88.11,74.34,73.91,0.79,0.56,0.06,,1018.64,7,8.13,165,7.39
Iroquois County,Illinois,Fall,40.34057,-87.47077,9/6/2003,Class A,76.81,49.94,51.03,0.74,0,0.37,,1020.39,8,9.81,7,0.05
Nevada County,California,Fall,39.50435,-120.3784,9/5/1993,Class A,72.61,45.09,38.16,0.44,0.13,0.64,0,1009.81,8,10,252,2.07
Jasper County,Missouri,Winter,37.18124,-94.47345,1/22/2008,Class B,24.57,14.1,14.04,0.77,0.67,0.51,0,1027.61,2,7.54,324,4.76
Mesa County,Colorado,Summer,39.16305,-107.9514,5/15/1999,Class A,64.25,30.04,30.76,0.64,0.06,0.02,,1005.9,11,10,284,6.5
Berrien County,Georgia,Fall,31.24842,-83.13654,10/8/1976,Class A,75.91,60.09,69.88,0.9,0.97,0.51,,1011.42,4,4.96,159,4.05
Franklin County,Ohio,Spring,40.08159,-83.0337,5/15/1987,Class A,70.83,43.2,51.43,0.66,0.45,0.58,,1019.87,10,7.54,18,7.1
Westmoreland County,Pennsylvania,Fall,40.5258,-79.6575,9/2/2006,Class A,57.86,55.2,53.76,0.94,1,0.31,0.0256,1017.83,4,6.67,24,2.21
Allegheny County,Pennsylvania,Fall,40.6166,-80.0107,1/27/2008,Class A,33,18.31,25.26,0.85,1,0.67,0.0002,1019.92,2,3.96,255,1.31
Uinta County,Wyoming,Winter,41.2,-110.5,11/15/2005,Class A,26.83,15.94,4.05,0.66,0.12,0.49,0,1034.95,3,10,225,1.34
Duval County,Florida,Spring,30.2637,-81.49433,9/5/2006,Class B,89.29,74.39,71.45,0.73,0.43,0.42,0,1015.74,8,8.79,170,2.53
Sanpete County,Utah,Summer,39.48,-111.23,8/15/2005,Class B,65.92,46.08,45.8,0.77,0.27,0.35,0.0009,1015.49,10,9.91,138,0.25
Montgomery County,Texas,Summer,30.54366,-95.77908,4/1/2006,Class B,84.08,71.07,67.41,0.78,0.73,0.12,0,1016.89,6,8.66,154,5.56
Rutherford County,North Carolina,Spring,35.451,-82.287,3/15/1991,Class A,56.4,35.35,31.02,0.63,0.51,0.97,0,1018.32,7,10,338,11.41
Lenawee County,Michigan,Spring,41.80832,-84.20835,6/1/1995,Class B,71.43,63.51,60.72,0.86,1,0.1,0,1015.68,5,6.96,107,4.85
Clackamas County,Oregon,Winter,45.3207,-121.9547,2/15/2003,Class B,46.59,39.14,38.76,0.85,0.86,0.45,0.0242,1008.48,2,8.15,91,3.05
Washington County,Indiana,Summer,38.43235,-86.19055,5/30/2006,Class B,90.94,69.01,66.34,0.7,0.54,0.12,0,1018.55,8,8.27,153,0.16
Madison County,Illinois,Summer,38.4763,-89.54485,6/8/2006,Class A,88.55,67.28,59.41,0.57,0.03,0.4,,1015.78,10,9.62,331,2.48
Paulding County,Georgia,Summer,33.81283,-84.80283,7/5/2006,Class B,90.41,71.54,68.42,0.72,0.63,0.31,0.0004,1015.64,9,6.56,322,0.19
Chesterfield County,Virginia,Spring,37.44378,-77.6257,6/2/2006,Class A,88.54,69.64,67.76,0.76,0.62,0.21,0.0025,1011.47,7,7.63,208,2.9
Los Angeles County,California,Spring,34.25,-118.225,7/30/2006,Class B,73.51,59.02,62.77,0.91,0.81,0.17,0,1013.11,6,9.88,223,3.55
Kitsap County,Washington,Summer,47.74897,-122.4966,11/3/2006,Class A,58.73,55.84,52.58,0.88,0.99,0.44,0.0199,1006.55,1,10,159,4.98
Clark County,Wisconsin,Spring,44.4723,-90.7167,4/15/2004,Class B,68.96,46.94,36.37,0.53,0.33,0.88,0,1014.2,7,10,132,7.67
Shelby County,Tennessee,Spring,35.226,-89.94,4/15/1985,Class B,65.09,49.49,51.44,0.8,0.68,0.86,0.0018,1009.61,5,6.39,119,0.89
Los Angeles County,California,Fall,34.2802,-117.8333,7/10/2006,Class B,86.42,60.72,50.28,0.47,0.02,0.48,0,1009.32,11,8.13,222,2.76
Kendall County,Illinois,Summer,41.625,-88.4375,6/21/2006,Class B,85.62,68.98,68.85,0.77,0.25,0.87,0.0042,1011.95,10,9.06,240,3.77
Lassen County,California,Spring,40.43298,-120.7413,7/12/2005,Class B,91.83,52.25,42.82,0.4,0.02,0.19,0,1016.04,11,10,241,1.1
Marathon County,Wisconsin,Summer,45.0902,-89.9905,6/25/2006,Class A,68.87,51.11,55.95,0.81,0.82,0.02,0.0006,1020.24,5,9.12,67,5.9
Ocean County,New Jersey,Summer,39.934,-74.3966,7/27/2006,Class B,89.01,71.88,71.5,0.79,0.42,0.08,0.0055,1014.63,6,8,208,3.63
Marion County,Oregon,Fall,44.915,-122.585,10/15/1995,Class A,65.1,49.09,46.81,0.92,0.47,0.72,0.0005,1014.14,4,6.35,202,5.15
Geauga County,Ohio,Summer,41.50086,-81.28275,8/14/2005,Class B,73.64,64.95,68.18,0.91,0.78,0.31,0.0008,1014.62,4,6.73,30,1.67
Franklin County,Alabama,Winter,31.00002,-86.99782,7/6/2006,Class A,84.82,70.78,71.25,0.8,0.57,0.35,0.0018,1016.47,6,7.42,183,0.84
Wythe County,Virginia,Fall,37.00085,-80.8797,10/23/2003,Class B,51.72,30.32,31.17,0.59,0.6,0.93,,1009.92,3,10,286,8.71
Buncombe County,North Carolina,Fall,35.618,-82.321,11/17/1991,Class A,56.08,44,45.01,0.88,0.76,0.35,0,1025.46,2,5.36,160,3.73
Bartholomew County,Indiana,Summer,39.2152,-86.05825,7/6/2006,Class B,78.53,54.83,54.41,0.69,0.05,0.34,0,1022.81,10,10,22,1.96
Coconino County,Arizona,Summer,35.09,-111.7,7/3/2006,Class B,81.98,56.09,46.23,0.48,0.25,0.25,0,1018.43,12,10,270,1.59
Okanogan County,Washington,Summer,48.32956,-119.187,9/28/2006,Class A,79.04,47.62,44.04,0.56,0,0.2,0,1017.74,4,10,295,0.33
Putnam County,New York,Summer,41.38084,-73.91649,9/20/2004,Class B,66.86,50.38,46.42,0.78,0.04,0.21,0,1027.09,6,10,352,0.63
Oscoda County,Michigan,Summer,44.53665,-84.16389,7/9/2006,Class B,84.04,54.2,60.6,0.69,0.5,0.44,0.0183,1011.61,9,9.41,232,4.94
Monroe County,Florida,Spring,25.141,-80.926,3/1/2006,Class A,75.35,69.67,61.06,0.71,0.01,0.06,0.0537,1019.1,6,10,93,5.78
Nevada County,California,Summer,39.374,-120.914,7/8/2006,Class B,90.71,64.31,47.68,0.39,0.02,0.41,0,1014.08,11,9.99,262,0.17
Hillsdale County,Michigan,Spring,41.9773,-84.7802,4/11/2006,Class A,72.7,54.86,36.01,0.46,0.05,0.44,0,1019.79,8,10,182,5.04
Sangamon County,Illinois,Winter,39.853,-89.5,12/15/1995,Class A,41.07,22.03,32.9,0.83,0.44,0.77,0,1023.16,2,7.38,11,5.89
El Paso County,Colorado,Spring,38.5859,-104.9426,5/15/2006,Class A,69.72,41.03,25.14,0.35,0.23,0.58,0,1024.92,10,9.58,28,2.65
Allegheny County,Pennsylvania,Summer,40.5278,-79.7668,11/3/2007,Class A,56.61,33.44,30.15,0.66,0.14,0.81,0,1018.87,3,10,286,0.81
Lanier County,Georgia,Summer,31.0614,-83.07575,7/26/2006,Class B,89.81,73.93,73.14,0.78,0.68,0.05,0,1018.25,6,7.56,288,2.76
El Dorado County,California,Summer,39.0833,-120.1666,11/1/2006,Class B,48.83,40.71,16.41,0.36,0.54,0.36,0,1019.31,3,10,203,0.6
Boone County,West Virginia,Summer,38.2128,-81.70641,7/29/2006,Class A,80.61,68.82,69.26,0.85,0.73,0.14,0,1017.34,5,7.75,219,0.97
Pasco County,Florida,Summer,28.252,-82.44749,7/27/2006,Class A,91.09,72.88,73.15,0.79,0.35,0.08,0.0103,1018.66,9,9.38,104,0.77
Guernsey County,Ohio,Summer,40.11632,-81.52101,7/28/2006,Class B,83,72.18,70.2,0.78,0.66,0.11,0,1015.45,5,1.79,225,1.66
Warrick County,Indiana,Summer,38.1579,-87.41805,7/2/2006,Class B,93.84,72.45,67.21,0.61,0,0.22,0,1019.65,11,10,226,3.58
Williamson County,Illinois,Summer,37.61095,-88.9319,7/28/2006,Class B,85.96,69.99,73.36,0.85,0.69,0.11,0,1015.73,6,9.24,223,4.3
Washington County,New York,Fall,43.56211,-73.45947,11/1/1999,Class B,62.51,38.77,39.5,0.74,0.01,0.79,,1021.96,3,10,169,2.46
Boise County,Idaho,Summer,44.14555,-115.3106,6/19/2004,Class B,69.3,46.16,35.49,0.49,,0.06,0.0057,1017.05,0,,220,0.38
Geauga County,Ohio,Summer,41.38199,-81.27506,8/4/2006,Class B,82.53,64.26,63.18,0.7,0.36,0.33,0,1016.48,8,2.7,344,2.55
Coweta County,Georgia,Fall,33.48295,-84.7681,8/29/2006,Class A,90.09,72.53,72.75,0.77,0.23,0.18,0.0001,1011.82,7,8.75,242,0.9
Pike County,Alabama,Spring,31.85,-85.925,8/26/2007,Class B,91.03,72.99,70.17,0.8,0.09,0.44,0.021,1014.17,10,7.5,284,0.56
Monongalia County,West Virginia,Spring,39.6716,-79.9442,5/10/2003,Class B,70.09,64.83,63.78,0.91,0.85,0.3,0.0312,1010.99,6,6.84,197,3.94
Roscommon County,Michigan,Spring,44.29188,-84.72922,4/14/1999,Class A,64.85,30.86,27.43,0.49,0,0.94,0,1016,7,10,291,6
Wayne County,West Virginia,Summer,38.35727,-82.59348,8/10/2006,Class A,85.32,72.26,71.48,0.83,0.57,0.54,0,1012.7,6,2.89,295,0.45
Benzie County,Michigan,Fall,44.5976,-86.09081,10/1/1984,Class B,61.79,36.76,35.05,0.67,0.16,0.24,,1023.01,4,10,260,1.33
Davidson County,North Carolina,Fall,35.87885,-80.2068,11/15/1998,Class B,69.72,40.42,48.84,0.78,0.6,0.89,0,1012.37,3,6.93,269,5.61
Shasta County,California,Summer,40.8833,-122.2333,8/21/2006,Class B,92.88,59.3,38.08,0.28,0,0.94,0,1012.3,8,10,161,0.77
Cleveland County,North Carolina,Summer,35.194,-81.402,8/17/2006,Class B,85.1,63.03,65.13,0.69,0.33,0.8,0,1019.85,9,7.97,35,2.8
Warren County,New York,Spring,43.6678,-73.51238,5/11/2002,Class B,63.75,44.49,29.09,0.47,0.04,0.97,,1027.37,9,10,315,5.98
Warren County,New York,Spring,43.66344,-73.56614,3/31/2006,Class B,71.88,46.29,31.7,0.54,0.02,0.09,0,1018.37,7,9.79,189,2.43
Limestone County,Alabama,Summer,34.73139,-86.97057,9/22/2006,Class B,81.05,75.08,64.73,0.76,0.74,0.01,0.0164,1012.61,5,9.31,153,4.89
Pemiscot County,Missouri,Summer,36.00565,-89.67815,8/15/1960,Class A,89.95,71.94,69.2,0.71,0.11,0.79,,1019.72,8,9.5,200,1.51
Valley County,Idaho,Summer,45.16792,-115.8405,6/27/2006,Class B,83.33,55.15,38.64,0.36,0,0.07,0,1014.29,11,10,165,0.4
